------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 203764
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35050 connected with 10.0.2.22 port 5001 (ct=42.56 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 44.4600-44.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      137K/116336 us  12.45
[  3] 44.6400-44.8200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      139K/118356 us  3.06
[  3] 44.8200-45.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      141K/119078 us  12.16
[  3] 45.0000-45.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      144K/120900 us  8.98
[  3] 45.1800-45.3600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      145K/123106 us  11.76
[  3] 45.3600-45.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      148K/124867 us  11.60
[  3] 45.5400-45.7200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      149K/126426 us  5.73
[  3] 45.7200-45.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      151K/127619 us  8.51
[  3] 45.9000-46.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      152K/128599 us  11.26
[  3] 46.0800-46.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      155K/131089 us  8.28
[  3] 46.2600-46.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      156K/133082 us  10.88
[  3] 46.4400-46.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      159K/135295 us  8.03
[  3] 46.6200-46.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      161K/135448 us  10.69
[  3] 46.8000-46.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      164K/137429 us  7.90
[  3] 46.9800-47.1600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      165K/139572 us  5.19
[  3] 47.1600-47.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      166K/140726 us  10.29
[  3] 47.3400-47.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      168K/142777 us  7.61
[  3] 47.5200-47.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      169K/143863 us  10.07
[  3] 47.7000-47.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      172K/145574 us  7.46
[  3] 47.8800-48.0600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      173K/146914 us  9.86
[  3] 48.0600-48.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      175K/148817 us  7.30
[  3] 48.2400-48.4200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      176K/149014 us  4.86
[  3] 48.4200-48.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      178K/150443 us  9.62
[  3] 48.6000-48.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      179K/151335 us  7.18
[  3] 48.7800-48.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      182K/154095 us  9.40
[  3] 48.9600-49.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      183K/156225 us  6.95
[  3] 49.1400-49.3200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      185K/156556 us  9.25
[  3] 49.3200-49.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      186K/158243 us  9.15
[  3] 49.5000-49.6800 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      189K/159800 us  2.27
[  3] 49.6800-49.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      189K/161142 us  8.99
[  3] 49.8600-50.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      190K/161600 us  6.72
[  3] 50.0400-50.2200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      193K/163572 us  8.85
[  3] 50.2200-50.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      195K/164590 us  6.60
[  3] 50.4000-50.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      196K/165906 us  8.73
[  3] 50.5800-50.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      197K/168042 us  6.46
[  3] 50.7600-50.9400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      199K/168399 us  4.30
[  3] 50.9400-51.1200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      200K/170233 us  8.51
[  3] 51.1200-51.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      202K/172243 us  6.31
[  3] 51.3000-51.4800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      203K/173502 us  8.35
[  3] 51.4800-51.6600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      205K/173624 us  8.34
[  3] 51.6600-51.8400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      206K/175889 us  6.17
[  3] 51.8400-52.0200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      207K/176085 us  4.11
[  3] 52.0200-52.2000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      209K/178436 us  6.09
[  3] 52.2000-52.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      210K/178245 us  8.12
[  3] 52.3800-52.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      212K/179876 us  6.04
[  3] 52.5600-52.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      213K/181561 us  7.98
[  3] 52.7400-52.9200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      214K/183156 us  7.91
[  3] 52.9200-53.1000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      216K/184318 us  5.89
[  3] 53.1000-53.2800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      217K/185048 us  3.91
[  3] 53.2800-53.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      219K/185645 us  5.85
[  3] 53.4600-53.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      220K/187333 us  7.73
[  3] 53.6400-53.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      222K/188581 us  5.76
[  3] 53.8200-54.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      223K/189658 us  7.63
[  3] 54.0000-54.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      224K/191013 us  5.69
[  3] 54.1800-54.3600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      226K/192460 us  7.52
[  3] 54.3600-54.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      227K/193094 us  7.50
[  3] 54.5400-54.7200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      229K/194654 us  1.86
[  3] 54.7200-54.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      229K/193934 us  7.47
[  3] 54.9000-55.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      230K/195664 us  5.55
[  3] 55.0800-55.2600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      231K/196643 us  7.36
[  3] 55.2600-55.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      233K/198731 us  7.29
[  3] 55.4400-55.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      234K/198342 us  5.48
[  3] 55.6200-55.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      236K/201088 us  7.20
[  3] 55.8000-55.9800 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      237K/201411 us  1.80
[  3] 55.9800-56.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      237K/201509 us  7.19
[  3] 56.1600-56.3400 sec  0.00 Bytes  0.00 bits/sec  0/2          1      134K/203321 us  0.00
[  3] 56.3400-56.5200 sec   509 KBytes  23.2 Mbits/sec  4/0          0      118K/142147 us  20.37
[  3] 56.5200-56.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      123K/103725 us  13.96
[  3] 56.7000-56.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      125K/106555 us  10.19
[  3] 56.8800-57.0600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      128K/108768 us  6.66
[  3] 57.0600-57.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      130K/109122 us  9.95
[  3] 57.2400-57.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      131K/111692 us  12.96
[  3] 57.4200-57.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      134K/113885 us  9.54
[  3] 57.6000-57.7800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      137K/115513 us  12.54
[  3] 57.7800-57.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      138K/116706 us  9.31
[  3] 57.9600-58.1400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      141K/119341 us  12.13
[  3] 58.1400-58.3200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      142K/120901 us  11.98
[  3] 58.3200-58.5000 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      145K/124366 us  2.91
[  3] 58.5000-58.6800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      147K/125999 us  11.49
[  3] 58.6800-58.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      148K/125949 us  8.62
[  3] 58.8600-59.0400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      151K/128065 us  11.31
[  3] 59.0400-59.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      152K/128785 us  8.43
[  3] 59.2200-59.4000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      155K/131277 us  11.03
[  3] 59.4000-59.5800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      156K/133035 us  5.44
[  3] 59.5800-59.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      158K/133639 us  8.13
[  3] 59.7600-59.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      159K/134605 us  10.76
