1651141262.741168, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:50351024 lastrcv:50351024 lastack:50351024 unacked:1 rcv_ssthresh:42340
1651141269.173676, 	 reno wscale:8,9 rto:328 rtt:125.855/0.121 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:105 ssthresh:63 bytes_sent:8376680 bytes_retrans:641464 bytes_acked:7583177 segs_out:5787 segs_in:2984 data_segs_out:5785 send 9.7Mbps lastsnd:4 lastrcv:6396 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:5238 busy:6392ms unacked:105 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4041368 minrtt:20.698
1651141269.236254, 	 reno wscale:8,9 rto:328 rtt:126.898/0.52 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:106 ssthresh:63 bytes_sent:8460664 bytes_retrans:641464 bytes_acked:7665713 segs_out:5845 segs_in:3014 data_segs_out:5843 send 9.7Mbps lastrcv:6464 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:5295 busy:6460ms unacked:106 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4022544 minrtt:20.698
1651141269.298644, 	 reno wscale:8,9 rto:328 rtt:126.691/0.275 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:106 ssthresh:63 bytes_sent:8540304 bytes_retrans:641464 bytes_acked:7745353 segs_out:5900 segs_in:3046 data_segs_out:5898 send 9.7Mbps lastsnd:4 lastrcv:6532 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:5350 busy:6528ms unacked:106 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3942904 minrtt:20.698
1651141269.367398, 	 reno wscale:8,9 rto:332 rtt:128.469/0.205 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:107 ssthresh:63 bytes_sent:8647456 bytes_retrans:641464 bytes_acked:7852505 segs_out:5974 segs_in:3086 data_segs_out:5972 send 9.6Mbps lastrcv:6620 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:5424 busy:6616ms unacked:106 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3966072 minrtt:20.698
1651141269.456737, 	 reno wscale:8,9 rto:332 rtt:129.356/0.52 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:108 ssthresh:63 bytes_sent:8732888 bytes_retrans:641464 bytes_acked:7935041 segs_out:6033 segs_in:3119 data_segs_out:6031 send 9.7Mbps lastrcv:6688 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:5481 busy:6684ms unacked:108 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4010960 minrtt:20.698
1651141269.524738, 	 reno wscale:8,9 rto:332 rtt:129.115/0.418 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:108 ssthresh:63 bytes_sent:8812528 bytes_retrans:641464 bytes_acked:8014681 segs_out:6088 segs_in:3149 data_segs_out:6086 send 9.7Mbps lastrcv:6756 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:5536 busy:6752ms unacked:108 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4061640 minrtt:20.698
1651141269.593592, 	 reno wscale:8,9 rto:332 rtt:130.599/0.389 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:109 ssthresh:63 bytes_sent:8899408 bytes_retrans:641464 bytes_acked:8100113 segs_out:6148 segs_in:3175 data_segs_out:6146 send 9.7Mbps lastrcv:6828 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:5595 busy:6824ms unacked:109 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4039920 minrtt:20.698
1651141269.667590, 	 reno wscale:8,9 rto:332 rtt:130.624/0.469 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:109 ssthresh:63 bytes_sent:8984840 bytes_retrans:641464 bytes_acked:8185545 segs_out:6207 segs_in:3201 data_segs_out:6205 send 9.7Mbps lastsnd:4 lastrcv:6900 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:5654 busy:6896ms unacked:109 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3954488 minrtt:20.698
1651141269.733588, 	 reno wscale:8,9 rto:332 rtt:131.094/0.759 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:110 ssthresh:63 bytes_sent:9044208 bytes_retrans:641464 bytes_acked:8244913 segs_out:6248 segs_in:3219 data_segs_out:6246 send 9.7Mbps lastrcv:6948 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:5695 busy:6944ms unacked:109 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4025440 minrtt:20.698
1651141269.784049, 	 reno wscale:8,9 rto:332 rtt:131.757/1.22 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:110 ssthresh:63 bytes_sent:9129640 bytes_retrans:641464 bytes_acked:8328897 segs_out:6307 segs_in:3244 data_segs_out:6305 send 9.7Mbps lastsnd:4 lastrcv:7020 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:5753 busy:7016ms unacked:110 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4070328 minrtt:20.698
1651141269.860798, 	 reno wscale:8,9 rto:332 rtt:131.61/0.545 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:111 ssthresh:63 bytes_sent:9215072 bytes_retrans:641464 bytes_acked:8414329 segs_out:6366 segs_in:3272 data_segs_out:6364 send 9.8Mbps lastsnd:4 lastrcv:7092 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:5812 busy:7088ms unacked:110 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3984896 minrtt:20.698
1651141269.928685, 	 reno wscale:8,9 rto:336 rtt:132.155/0.902 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:111 ssthresh:63 bytes_sent:9290368 bytes_retrans:641464 bytes_acked:8488177 segs_out:6418 segs_in:3297 data_segs_out:6416 send 9.7Mbps lastrcv:7152 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:5863 busy:7148ms unacked:111 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4039920 minrtt:20.698
1651141269.992084, 	 reno wscale:8,9 rto:336 rtt:133.251/0.752 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:112 ssthresh:63 bytes_sent:9380144 bytes_retrans:641464 bytes_acked:8576505 segs_out:6480 segs_in:3327 data_segs_out:6478 send 9.7Mbps lastsnd:4 lastrcv:7228 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:5924 busy:7224ms unacked:112 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4015304 minrtt:20.698
1651141270.066813, 	 reno wscale:8,9 rto:336 rtt:133.68/0.894 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:112 ssthresh:63 bytes_sent:9435168 bytes_retrans:641464 bytes_acked:8632977 segs_out:6518 segs_in:3345 data_segs_out:6516 send 9.7Mbps lastsnd:4 lastrcv:7276 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:5963 busy:7272ms unacked:111 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3960280 minrtt:20.698
1651141270.105214, 	 reno wscale:8,9 rto:336 rtt:133.794/0.337 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:112 ssthresh:63 bytes_sent:9485848 bytes_retrans:641464 bytes_acked:8683657 segs_out:6553 segs_in:3362 data_segs_out:6551 send 9.7Mbps lastrcv:7316 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:5998 busy:7312ms unacked:111 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4039920 minrtt:20.698
1651141270.148703, 	 reno wscale:8,9 rto:336 rtt:134.739/0.856 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:113 ssthresh:63 bytes_sent:9540872 bytes_retrans:641464 bytes_acked:8735785 segs_out:6591 segs_in:3379 data_segs_out:6589 send 9.7Mbps lastsnd:4 lastrcv:7360 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:6034 busy:7356ms unacked:113 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3984896 minrtt:20.698
1651141270.190967, 	 reno wscale:8,9 rto:336 rtt:133.95/0.585 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:113 ssthresh:63 bytes_sent:9582864 bytes_retrans:641464 bytes_acked:8779225 segs_out:6620 segs_in:3394 data_segs_out:6618 send 9.8Mbps lastrcv:7396 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:6064 busy:7392ms unacked:112 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3942904 minrtt:20.698
1651141270.230164, 	 reno wscale:8,9 rto:336 rtt:135.124/0.818 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:113 ssthresh:63 bytes_sent:9639336 bytes_retrans:641464 bytes_acked:8834249 segs_out:6659 segs_in:3413 data_segs_out:6657 send 9.7Mbps lastrcv:7440 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6102 busy:7436ms unacked:113 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4016752 minrtt:20.698
1651141270.272948, 	 reno wscale:8,9 rto:336 rtt:135.639/0.927 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:114 ssthresh:63 bytes_sent:9684224 bytes_retrans:641464 bytes_acked:8879137 segs_out:6690 segs_in:3428 data_segs_out:6688 send 9.7Mbps lastsnd:4 lastrcv:7480 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:6133 busy:7476ms unacked:113 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3971864 minrtt:20.698
1651141270.310748, 	 reno wscale:8,9 rto:340 rtt:136.772/1.033 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:114 ssthresh:63 bytes_sent:9724768 bytes_retrans:641464 bytes_acked:8918233 segs_out:6718 segs_in:3440 data_segs_out:6716 send 9.7Mbps lastrcv:7512 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6160 busy:7508ms unacked:114 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4061640 minrtt:20.698
1651141270.342483, 	 reno wscale:8,9 rto:340 rtt:136.999/0.271 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:114 ssthresh:63 bytes_sent:9769656 bytes_retrans:641464 bytes_acked:8964569 segs_out:6749 segs_in:3456 data_segs_out:6747 send 9.6Mbps lastrcv:7552 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:6192 busy:7548ms unacked:113 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4016752 minrtt:20.698
1651141270.383371, 	 reno wscale:8,9 rto:340 rtt:137.36/1.165 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:114 ssthresh:63 bytes_sent:9827576 bytes_retrans:641464 bytes_acked:9021041 segs_out:6789 segs_in:3473 data_segs_out:6787 send 9.6Mbps lastrcv:7596 pacing_rate 11.5Mbps delivery_rate 9.5Mbps delivered:6231 busy:7592ms unacked:114 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4023992 minrtt:20.698
1651141270.430669, 	 reno wscale:8,9 rto:340 rtt:137.445/0.911 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:115 ssthresh:63 bytes_sent:9882600 bytes_retrans:641464 bytes_acked:9074617 segs_out:6827 segs_in:3490 data_segs_out:6825 send 9.7Mbps lastrcv:7644 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:6268 busy:7640ms unacked:115 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3968968 minrtt:20.698
1651141270.478200, 	 reno wscale:8,9 rto:340 rtt:137.271/1.142 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:115 ssthresh:63 bytes_sent:9950656 bytes_retrans:641464 bytes_acked:9142673 segs_out:6874 segs_in:3511 data_segs_out:6872 send 9.7Mbps lastrcv:7700 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6315 busy:7696ms unacked:115 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4031232 minrtt:20.698
1651141270.539554, 	 reno wscale:8,9 rto:340 rtt:137.954/1.126 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:116 ssthresh:63 bytes_sent:10030296 bytes_retrans:641464 bytes_acked:9220865 segs_out:6929 segs_in:3537 data_segs_out:6927 send 9.7Mbps lastsnd:4 lastrcv:7768 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.4Mbps delivered:6369 busy:7764ms unacked:116 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3951592 minrtt:20.698
1651141270.604465, 	 reno wscale:8,9 rto:340 rtt:137.729/0.739 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:116 ssthresh:63 bytes_sent:10095456 bytes_retrans:641464 bytes_acked:9287473 segs_out:6974 segs_in:3560 data_segs_out:6972 send 9.8Mbps lastsnd:4 lastrcv:7824 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:6415 busy:7820ms unacked:115 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4016752 minrtt:20.698
1651141270.661576, 	 reno wscale:8,9 rto:340 rtt:139.641/1.515 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:117 ssthresh:63 bytes_sent:10182336 bytes_retrans:641464 bytes_acked:9371457 segs_out:7034 segs_in:3588 data_segs_out:7032 send 9.7Mbps lastrcv:7892 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6473 busy:7888ms unacked:117 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4060192 minrtt:20.698
1651141270.726997, 	 reno wscale:8,9 rto:344 rtt:140.422/0.684 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:117 ssthresh:63 bytes_sent:10246048 bytes_retrans:641464 bytes_acked:9436617 segs_out:7078 segs_in:3610 data_segs_out:7076 send 9.7Mbps lastsnd:4 lastrcv:7948 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:6518 busy:7944ms unacked:116 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3996480 minrtt:20.698
1651141270.784491, 	 reno wscale:8,9 rto:340 rtt:139.911/0.831 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:117 ssthresh:63 bytes_sent:10319896 bytes_retrans:641464 bytes_acked:9510465 segs_out:7129 segs_in:3635 data_segs_out:7127 send 9.7Mbps lastrcv:8008 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6569 busy:8004ms unacked:116 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3987792 minrtt:20.698
1651141270.842395, 	 reno wscale:8,9 rto:344 rtt:141.978/0.604 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:118 ssthresh:63 bytes_sent:10387952 bytes_retrans:641464 bytes_acked:9575625 segs_out:7176 segs_in:3657 data_segs_out:7174 send 9.6Mbps lastrcv:8064 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:6614 busy:8060ms unacked:118 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3919736 minrtt:20.698
1651141270.906134, 	 reno wscale:8,9 rto:344 rtt:142.599/0.589 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:118 ssthresh:63 bytes_sent:10457456 bytes_retrans:641464 bytes_acked:9646577 segs_out:7224 segs_in:3680 data_segs_out:7222 send 9.6Mbps lastsnd:4 lastrcv:8124 lastack:4 pacing_rate 11.5Mbps delivery_rate 9.5Mbps delivered:6663 busy:8120ms unacked:117 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3980552 minrtt:20.698
1651141270.959193, 	 reno wscale:8,9 rto:344 rtt:142.394/0.815 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:63 bytes_sent:10542888 bytes_retrans:641464 bytes_acked:9729113 segs_out:7283 segs_in:3708 data_segs_out:7281 send 9.7Mbps lastrcv:8192 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6720 busy:8188ms unacked:119 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4025440 minrtt:20.698
1651141271.026387, 	 reno wscale:8,9 rto:344 rtt:142.005/0.242 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:63 bytes_sent:10634112 bytes_retrans:641464 bytes_acked:9821785 segs_out:7346 segs_in:3740 data_segs_out:7344 send 9.7Mbps lastrcv:8268 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:6784 busy:8264ms unacked:118 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4064536 minrtt:20.698
1651141271.105496, 	 reno wscale:8,9 rto:344 rtt:143.194/1.088 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:63 bytes_sent:10713752 bytes_retrans:641464 bytes_acked:9898529 segs_out:7401 segs_in:3766 data_segs_out:7399 send 9.7Mbps lastsnd:4 lastrcv:8336 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6837 busy:8332ms unacked:120 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3984896 minrtt:20.698
1651141271.176766, 	 reno wscale:8,9 rto:344 rtt:143.626/0.615 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:63 bytes_sent:10778912 bytes_retrans:641464 bytes_acked:9963689 segs_out:7446 segs_in:3788 data_segs_out:7444 send 9.7Mbps lastrcv:8388 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6882 busy:8384ms unacked:120 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3984896 minrtt:20.698
1651141271.231614, 	 reno wscale:8,9 rto:344 rtt:143.879/0.483 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:63 bytes_sent:10857104 bytes_retrans:641464 bytes_acked:10043329 segs_out:7500 segs_in:3815 data_segs_out:7498 send 9.7Mbps lastsnd:4 lastrcv:8456 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6937 busy:8452ms unacked:119 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3906704 minrtt:20.698
1651141271.291052, 	 reno wscale:8,9 rto:348 rtt:144.588/0.538 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:63 bytes_sent:10945432 bytes_retrans:641464 bytes_acked:10128761 segs_out:7561 segs_in:3844 data_segs_out:7559 send 9.7Mbps lastrcv:8524 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:6996 busy:8520ms unacked:121 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3948696 minrtt:20.698
1651141271.361441, 	 reno wscale:8,9 rto:348 rtt:144.586/0.531 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:63 bytes_sent:11022176 bytes_retrans:641464 bytes_acked:10205505 segs_out:7614 segs_in:3869 data_segs_out:7612 send 9.7Mbps lastsnd:4 lastrcv:8592 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7049 busy:8588ms unacked:121 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4002272 minrtt:20.698
1651141271.434364, 	 reno wscale:8,9 rto:348 rtt:146.305/0.629 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:63 bytes_sent:11123536 bytes_retrans:641464 bytes_acked:10306865 segs_out:7684 segs_in:3901 data_segs_out:7682 send 9.7Mbps lastrcv:8676 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7119 busy:8672ms unacked:121 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4031232 minrtt:20.698
1651141271.509255, 	 reno wscale:8,9 rto:348 rtt:146.571/0.73 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:63 bytes_sent:11185800 bytes_retrans:641464 bytes_acked:10369129 segs_out:7727 segs_in:3921 data_segs_out:7725 send 9.6Mbps lastsnd:4 lastrcv:8728 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7162 busy:8724ms unacked:121 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3968968 minrtt:20.698
1651141271.565494, 	 reno wscale:8,9 rto:348 rtt:147.574/0.693 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:123 ssthresh:63 bytes_sent:11282816 bytes_retrans:641464 bytes_acked:10463249 segs_out:7794 segs_in:3951 data_segs_out:7792 send 9.7Mbps lastrcv:8804 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7227 busy:8800ms unacked:123 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3937112 minrtt:20.698
1651141271.646297, 	 reno wscale:8,9 rto:348 rtt:147.193/0.83 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:123 ssthresh:63 bytes_sent:11356664 bytes_retrans:641464 bytes_acked:10537097 segs_out:7845 segs_in:3976 data_segs_out:7843 send 9.7Mbps lastrcv:8868 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7278 busy:8864ms unacked:123 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3993584 minrtt:20.698
1651141271.702489, 	 reno wscale:8,9 rto:348 rtt:147.225/0.987 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:63 bytes_sent:11421824 bytes_retrans:641464 bytes_acked:10602257 segs_out:7890 segs_in:3998 data_segs_out:7888 send 9.8Mbps lastsnd:4 lastrcv:8924 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:7323 busy:8920ms unacked:123 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3928424 minrtt:20.698
1651141271.762914, 	 reno wscale:8,9 rto:352 rtt:148.745/0.489 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:63 bytes_sent:11502912 bytes_retrans:641464 bytes_acked:10683345 segs_out:7946 segs_in:4025 data_segs_out:7944 send 9.7Mbps lastsnd:4 lastrcv:8992 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7379 busy:8988ms unacked:123 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3977656 minrtt:20.698
1651141271.823965, 	 reno wscale:8,9 rto:352 rtt:148.956/0.475 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:63 bytes_sent:11588344 bytes_retrans:641464 bytes_acked:10765881 segs_out:8005 segs_in:4053 data_segs_out:8003 send 9.7Mbps lastsnd:4 lastrcv:9060 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:7436 busy:9056ms unacked:125 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4022544 minrtt:20.698
1651141271.896053, 	 reno wscale:8,9 rto:352 rtt:149.628/0.366 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:63 bytes_sent:11678120 bytes_retrans:641464 bytes_acked:10855657 segs_out:8067 segs_in:4084 data_segs_out:8065 send 9.7Mbps lastsnd:4 lastrcv:9136 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7498 busy:9132ms unacked:125 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3997928 minrtt:20.698
1651141271.972111, 	 reno wscale:8,9 rto:352 rtt:149.913/1.135 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:63 bytes_sent:11753416 bytes_retrans:641464 bytes_acked:10932401 segs_out:8119 segs_in:4110 data_segs_out:8117 send 9.7Mbps lastsnd:4 lastrcv:9200 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:7551 busy:9196ms unacked:124 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3922632 minrtt:20.698
1651141272.037303, 	 reno wscale:8,9 rto:352 rtt:151.169/0.874 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:63 bytes_sent:11822920 bytes_retrans:641464 bytes_acked:11000457 segs_out:8167 segs_in:4133 data_segs_out:8165 send 9.7Mbps lastrcv:9256 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7598 busy:9252ms unacked:125 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3983448 minrtt:20.698
1651141272.090547, 	 reno wscale:8,9 rto:352 rtt:151.097/0.217 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:63 bytes_sent:11895320 bytes_retrans:641464 bytes_acked:11071409 segs_out:8217 segs_in:4157 data_segs_out:8215 send 9.7Mbps lastsnd:4 lastrcv:9316 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7647 busy:9312ms unacked:126 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3911048 minrtt:20.698
1651141272.151563, 	 reno wscale:8,9 rto:356 rtt:152.181/0.716 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:63 bytes_sent:11996680 bytes_retrans:641464 bytes_acked:11172769 segs_out:8287 segs_in:4190 data_segs_out:8285 send 9.7Mbps lastrcv:9400 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7717 busy:9396ms unacked:126 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3940008 minrtt:20.698
1651141272.238639, 	 reno wscale:8,9 rto:356 rtt:152.17/0.536 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:63 bytes_sent:12070528 bytes_retrans:641464 bytes_acked:11245169 segs_out:8338 segs_in:4215 data_segs_out:8336 send 9.7Mbps lastrcv:9460 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7767 busy:9456ms unacked:127 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3996480 minrtt:20.698
1651141272.294528, 	 reno wscale:8,9 rto:356 rtt:152.753/0.865 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:63 bytes_sent:12150168 bytes_retrans:641464 bytes_acked:11323361 segs_out:8393 segs_in:4241 data_segs_out:8391 send 9.7Mbps lastsnd:4 lastrcv:9528 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7821 busy:9524ms unacked:128 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:4047160 minrtt:20.698
1651141272.365160, 	 reno wscale:8,9 rto:356 rtt:153.5/0.391 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:63 bytes_sent:12245736 bytes_retrans:641464 bytes_acked:11420377 segs_out:8459 segs_in:4274 data_segs_out:8457 send 9.7Mbps lastsnd:4 lastrcv:9608 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:7888 busy:9604ms unacked:127 retrans:0/443 rcv_space:14480 rcv_ssthresh:42242 notsent:3951592 minrtt:20.698
