------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 223222
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35064 connected with 10.0.2.22 port 5001 (ct=41.56 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 44.4600-44.6400 sec   127 KBytes  5.79 Mbits/sec  2/0          2       19K/21338 us  33.93
[  3] 44.6400-44.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/22660 us  47.93
[  3] 44.8200-45.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       21K/21639 us  50.19
[  3] 45.0000-45.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/25216 us  43.07
[  3] 45.1800-45.3600 sec   192 KBytes  8.72 Mbits/sec  2/0          3       22K/21959 us  49.65
[  3] 45.3600-45.5400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25195 us  43.10
[  3] 45.5400-45.7200 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/22243 us  32.36
[  3] 45.7200-45.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          1       31K/26698 us  54.39
[  3] 45.9000-46.0800 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/22743 us  31.65
[  3] 46.0800-46.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25481 us  42.62
[  3] 46.2600-46.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       25K/21852 us  49.70
[  3] 46.4400-46.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/25203 us  43.09
[  3] 46.6200-46.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       28K/22697 us  47.85
[  3] 46.8000-46.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       19K/23273 us  46.66
[  3] 46.9800-47.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24478 us  44.37
[  3] 47.1600-47.3400 sec   192 KBytes  8.72 Mbits/sec  2/0          2       22K/22055 us  49.43
[  3] 47.3400-47.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/24620 us  44.11
[  3] 47.5200-47.7000 sec   127 KBytes  5.76 Mbits/sec  2/0          2       22K/21841 us  32.96
[  3] 47.7000-47.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24003 us  45.24
[  3] 47.8800-48.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21448 us  50.63
[  3] 48.0600-48.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       19K/25932 us  41.88
[  3] 48.2400-48.4200 sec   255 KBytes  11.6 Mbits/sec  3/0          0       26K/21481 us  67.41
[  3] 48.4200-48.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       18K/23186 us  46.84
[  3] 48.6000-48.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23133 us  46.95
[  3] 48.7800-48.9600 sec   192 KBytes  8.72 Mbits/sec  2/0          2       22K/21976 us  49.61
[  3] 48.9600-49.1400 sec   127 KBytes  5.76 Mbits/sec  2/0          0       31K/23536 us  30.58
[  3] 49.1400-49.3200 sec   255 KBytes  11.6 Mbits/sec  2/0          2       22K/22699 us  63.98
[  3] 49.3200-49.5000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25102 us  43.26
[  3] 49.5000-49.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       22K/21702 us  50.04
[  3] 49.6800-49.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       28K/26192 us  41.46
[  3] 49.8600-50.0400 sec   127 KBytes  5.76 Mbits/sec  2/0          0       24K/21772 us  33.06
[  3] 50.0400-50.2200 sec   127 KBytes  5.79 Mbits/sec  1/0          0       33K/26499 us  27.32
[  3] 50.2200-50.4000 sec   255 KBytes  11.6 Mbits/sec  3/0          3       18K/22927 us  63.16
[  3] 50.4000-50.5800 sec   127 KBytes  5.79 Mbits/sec  1/0          2       28K/26180 us  27.65
[  3] 50.5800-50.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       19K/22019 us  49.32
[  3] 50.7600-50.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24564 us  44.21
[  3] 50.9400-51.1200 sec   192 KBytes  8.72 Mbits/sec  2/0          2       22K/22443 us  48.58
[  3] 51.1200-51.3000 sec   127 KBytes  5.76 Mbits/sec  2/0          0       32K/24570 us  29.30
[  3] 51.3000-51.4800 sec   255 KBytes  11.6 Mbits/sec  2/0          1       22K/21614 us  67.19
[  3] 51.4800-51.6600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/26117 us  41.58
[  3] 51.6600-51.8400 sec   127 KBytes  5.76 Mbits/sec  2/0          2       22K/21886 us  32.89
[  3] 51.8400-52.0200 sec   255 KBytes  11.6 Mbits/sec  2/0          1       29K/26283 us  55.25
[  3] 52.0200-52.2000 sec   127 KBytes  5.76 Mbits/sec  2/0          1       24K/21720 us  33.14
[  3] 52.2000-52.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          2       22K/26533 us  54.73
[  3] 52.3800-52.5600 sec   127 KBytes  5.76 Mbits/sec  2/0          1       24K/21654 us  33.24
[  3] 52.5600-52.7400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       29K/26077 us  41.65
[  3] 52.7400-52.9200 sec   192 KBytes  8.72 Mbits/sec  2/0          4       21K/23754 us  45.89
[  3] 52.9200-53.1000 sec   127 KBytes  5.76 Mbits/sec  2/0          0       22K/21794 us  33.03
[  3] 53.1000-53.2800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       26K/25594 us  42.43
[  3] 53.2800-53.4600 sec   192 KBytes  8.72 Mbits/sec  2/0          1       26K/22435 us  48.59
[  3] 53.4600-53.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       26K/26356 us  41.21
[  3] 53.6400-53.8200 sec   127 KBytes  5.76 Mbits/sec  2/0          1       24K/22000 us  32.72
[  3] 53.8200-54.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          2       28K/26477 us  54.85
[  3] 54.0000-54.1800 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/21402 us  33.63
[  3] 54.1800-54.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/25553 us  42.50
[  3] 54.3600-54.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       28K/21674 us  67.00
[  3] 54.5400-54.7200 sec   127 KBytes  5.76 Mbits/sec  2/0          1       16K/25534 us  28.19
[  3] 54.7200-54.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       28K/22180 us  65.47
[  3] 54.9000-55.0800 sec   127 KBytes  5.76 Mbits/sec  2/0          4       19K/21295 us  33.80
[  3] 55.0800-55.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/22796 us  47.64
[  3] 55.2600-55.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       18K/24110 us  45.04
[  3] 55.4400-55.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23481 us  46.25
[  3] 55.6200-55.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          4       21K/21633 us  50.20
[  3] 55.8000-55.9800 sec   192 KBytes  8.72 Mbits/sec  2/0          2       15K/23746 us  45.91
[  3] 55.9800-56.1600 sec   127 KBytes  5.76 Mbits/sec  2/0          0       24K/21778 us  33.05
[  3] 56.1600-56.3400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25869 us  41.98
[  3] 56.3400-56.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       25K/22259 us  48.79
[  3] 56.5200-56.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       16K/26709 us  40.66
[  3] 56.7000-56.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21954 us  49.47
[  3] 56.8800-57.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/23884 us  45.47
[  3] 57.0600-57.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23058 us  47.10
[  3] 57.2400-57.4200 sec   191 KBytes  8.69 Mbits/sec  2/0          4       18K/23308 us  46.59
[  3] 57.4200-57.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24073 us  45.11
[  3] 57.6000-57.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          4       21K/21595 us  50.29
[  3] 57.7800-57.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25136 us  43.20
[  3] 57.9600-58.1400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          1       24K/21901 us  16.53
[  3] 58.1400-58.3200 sec   318 KBytes  14.5 Mbits/sec  3/0          0       29K/21794 us  83.05
[  3] 58.3200-58.5000 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       24K/22805 us  15.87
[  3] 58.5000-58.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23615 us  45.99
[  3] 58.6800-58.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          2       22K/21419 us  67.80
[  3] 58.8600-59.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25071 us  43.32
[  3] 59.0400-59.2200 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/21864 us  32.92
[  3] 59.2200-59.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/24665 us  44.03
[  3] 59.4000-59.5800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       22K/21535 us  50.43
[  3] 59.5800-59.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       28K/25600 us  42.42
[  3] 59.7600-59.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/22444 us  48.39
