------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 194516
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35046 connected with 10.0.2.22 port 5001 (ct=41.21 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 44.4600-44.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      125K/106695 us  13.57
[  3] 44.6400-44.8200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      128K/108873 us  13.30
[  3] 44.8200-45.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      131K/111257 us  9.76
[  3] 45.0000-45.1800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      134K/113322 us  6.39
[  3] 45.1800-45.3600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      135K/114607 us  12.63
[  3] 45.3600-45.5400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      137K/116000 us  9.36
[  3] 45.5400-45.7200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      139K/118669 us  12.20
[  3] 45.7200-45.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      142K/119662 us  9.08
[  3] 45.9000-46.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      144K/121303 us  11.94
[  3] 46.0800-46.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      147K/124537 us  8.72
[  3] 46.2600-46.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      148K/125445 us  11.54
[  3] 46.4400-46.6200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      151K/127919 us  5.66
[  3] 46.6200-46.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      151K/128254 us  8.47
[  3] 46.8000-46.9800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      154K/129983 us  11.14
[  3] 46.9800-47.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      155K/131881 us  8.23
[  3] 47.1600-47.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      158K/133843 us  10.82
[  3] 47.3400-47.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      159K/134871 us  8.05
[  3] 47.5200-47.7000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      162K/137723 us  5.26
[  3] 47.7000-47.8800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      162K/136678 us  10.59
[  3] 47.8800-48.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      165K/139650 us  7.78
[  3] 48.0600-48.2400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      166K/141325 us  10.25
[  3] 48.2400-48.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      169K/143040 us  10.12
[  3] 48.4200-48.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      171K/144120 us  7.54
[  3] 48.6000-48.7800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      172K/146253 us  4.95
[  3] 48.7800-48.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      173K/146862 us  9.86
[  3] 48.9600-49.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      175K/148376 us  7.32
[  3] 49.1400-49.3200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      176K/149136 us  9.71
[  3] 49.3200-49.5000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      179K/151940 us  7.15
[  3] 49.5000-49.6800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      181K/153371 us  9.44
[  3] 49.6800-49.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      182K/154164 us  7.04
[  3] 49.8600-50.0400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          1       91K/156135 us  2.32
[  3] 50.0400-50.2200 sec   318 KBytes  14.5 Mbits/sec  3/1          0       93K/83770 us  21.61
[  3] 50.2200-50.4000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       96K/80279 us  18.04
[  3] 50.4000-50.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      100K/83372 us  17.37
[  3] 50.5800-50.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      103K/86366 us  12.57
[  3] 50.7600-50.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      106K/89389 us  16.20
[  3] 50.9400-51.1200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      108K/92004 us  3.93
[  3] 51.1200-51.3000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      110K/92629 us  15.63
[  3] 51.3000-51.4800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      113K/94868 us  11.45
[  3] 51.4800-51.6600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      115K/97451 us  14.86
[  3] 51.6600-51.8400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      118K/99721 us  10.89
[  3] 51.8400-52.0200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      121K/101526 us  14.26
[  3] 52.0200-52.2000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      124K/104432 us  13.87
[  3] 52.2000-52.3800 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      127K/106317 us  3.40
[  3] 52.3800-52.5600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      128K/107696 us  13.45
[  3] 52.5600-52.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      130K/109459 us  13.23
[  3] 52.7400-52.9200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      132K/111414 us  9.75
[  3] 52.9200-53.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      135K/114492 us  12.65
[  3] 53.1000-53.2800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      137K/116682 us  9.31
[  3] 53.2800-53.4600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      139K/118177 us  6.13
[  3] 53.4600-53.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      141K/119663 us  9.08
[  3] 53.6400-53.8200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      142K/120851 us  11.98
[  3] 53.8200-54.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      145K/123383 us  8.80
[  3] 54.0000-54.1800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      147K/123687 us  11.71
[  3] 54.1800-54.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      149K/126713 us  8.57
[  3] 54.3600-54.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      152K/128643 us  11.26
[  3] 54.5400-54.7200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      154K/130149 us  5.56
[  3] 54.7200-54.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      155K/131384 us  8.27
[  3] 54.9000-55.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      156K/133174 us  10.87
[  3] 55.0800-55.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      159K/134424 us  8.08
[  3] 55.2600-55.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      161K/136330 us  10.62
[  3] 55.4400-55.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      162K/137070 us  7.92
[  3] 55.6200-55.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      165K/140140 us  10.33
[  3] 55.8000-55.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      166K/140590 us  7.72
[  3] 55.9800-56.1600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      168K/142204 us  5.09
[  3] 56.1600-56.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      169K/143557 us  10.09
[  3] 56.3400-56.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      171K/145183 us  7.48
[  3] 56.5200-56.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      173K/146399 us  9.89
[  3] 56.7000-56.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      175K/148034 us  7.34
[  3] 56.8800-57.0600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      176K/149405 us  9.69
[  3] 57.0600-57.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      178K/151921 us  7.15
[  3] 57.2400-57.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      181K/153601 us  9.43
[  3] 57.4200-57.6000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      182K/153889 us  4.70
[  3] 57.6000-57.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      183K/155799 us  6.97
[  3] 57.7800-57.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      185K/156532 us  9.25
[  3] 57.9600-58.1400 sec  63.6 KBytes  2.90 Mbits/sec  1/1          2       91K/157346 us  2.30
[  3] 58.1400-58.3200 sec   382 KBytes  17.4 Mbits/sec  4/0          0       93K/94829 us  22.90
[  3] 58.3200-58.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       97K/94245 us  15.36
[  3] 58.5000-58.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      100K/86699 us  12.53
[  3] 58.6800-58.8600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      103K/87914 us  8.24
[  3] 58.8600-59.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      104K/87770 us  12.37
[  3] 59.0400-59.2200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      108K/90821 us  15.94
[  3] 59.2200-59.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      111K/92896 us  11.69
[  3] 59.4000-59.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      114K/95059 us  15.23
[  3] 59.5800-59.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      115K/97594 us  11.13
[  3] 59.7600-59.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      118K/99660 us  14.53
